NAME,state,B01003_001E,B01002_001E,B19301_001E,B17001_002E
Washington County,Maine,32621,46.2,20807,6155
York County,Maine,198220,43.4,29125,18649
Allegany County,Maryland,74394,41.2,21211,11592
Anne Arundel County,Maryland,544426,38.5,40415,33352
Baltimore County,Maryland,812261,39.1,34374,70456
Calvert County,Maryland,89332,40.3,38260,4318
Caroline County,Maryland,32871,39.2,25211,4645
Carroll County,Maryland,167261,41.6,36153,9088
Cecil County,Maryland,101435,39.6,29518,10404
Charles County,Maryland,148957,37.4,37277,10293
Dorchester County,Maryland,32617,43.1,26388,5301
Frederick County,Maryland,236668,38.7,36917,14264
Garrett County,Maryland,30014,43.4,24932,4066
Harford County,Maryland,246664,39.8,35425,17988
Howard County,Maryland,293821,38.4,48172,13400
Kent County,Maryland,20130,46.1,31502,2456
Montgomery County,Maryland,989474,38.4,49038,66004
Prince George's County,Maryland,873481,35.3,32344,80142
Queen Anne's County,Maryland,48166,42.8,38108,3853
St. Mary's County,Maryland,107079,36,36017,7544
Somerset County,Maryland,26347,36.6,16748,4535
Talbot County,Maryland,37859,48,38022,3221
Washington County,Maryland,148435,40,26532,17444
Wicomico County,Maryland,99683,35.4,25378,16251
Worcester County,Maryland,51479,48.5,32887,5550
Baltimore city,Maryland,621445,34.5,24750,142162
Barnstable County,Massachusetts,215449,50.4,36142,19743
Berkshire County,Massachusetts,130545,45.1,29294,16004
Bristol County,Massachusetts,549870,40.2,28837,66529
Dukes County,Massachusetts,16739,45.6,33363,1673
Essex County,Massachusetts,750808,40.6,35167,82656
Franklin County,Massachusetts,71408,44.6,29259,8528
Hampden County,Massachusetts,465144,38.7,25817,79855
Hampshire County,Massachusetts,159267,35.9,29460,17701
Middlesex County,Massachusetts,1522533,38.6,42861,119658
Nantucket County,Massachusetts,10224,39.9,47331,1048
Norfolk County,Massachusetts,677296,40.7,44692,43436
Plymouth County,Massachusetts,497386,41.5,35220,37069
Suffolk County,Massachusetts,735701,31.8,32835,144381
Worcester County,Massachusetts,802688,39.4,31537,87070
Alcona County,Michigan,10785,55.8,22719,1612
Alger County,Michigan,9497,48.1,19717,1257
Allegan County,Michigan,111742,39.6,24140,14933
Alpena County,Michigan,29399,46.4,21948,4999
Antrim County,Michigan,23504,48.3,24370,3570
Arenac County,Michigan,15753,47.3,20039,2755
Baraga County,Michigan,8787,44.4,17701,887
Barry County,Michigan,59121,41.9,25059,6820
Bay County,Michigan,107312,41.8,23799,15617
Benzie County,Michigan,17474,47.4,24831,2297
Berrien County,Michigan,156290,41.2,24013,26642
Branch County,Michigan,44398,40.1,19947,7835
Calhoun County,Michigan,135534,39.6,22978,23525
Cass County,Michigan,52212,43.1,22743,7503
Charlevoix County,Michigan,26030,45.9,26947,3419
Cheboygan County,Michigan,25985,48,23412,4568
Chippewa County,Michigan,38760,39.5,20589,6025
Clare County,Michigan,30823,45.8,18148,8013
Clinton County,Michigan,75802,38.9,28449,8281
Crawford County,Michigan,14017,48,21492,2278
Delta County,Michigan,36967,46,22471,5942
Dickinson County,Michigan,26201,45.7,24611,3272
Eaton County,Michigan,107920,40.5,26582,11469
Emmet County,Michigan,32858,43.5,29718,3527
Genesee County,Michigan,421575,38.8,22380,87532
Gladwin County,Michigan,25664,48.2,20368,5425
Gogebic County,Michigan,16179,47.5,20330,2980
Grand Traverse County,Michigan,88182,41.1,27660,10019
Gratiot County,Michigan,42148,38.5,18836,6936
Hillsdale County,Michigan,46463,41.2,20379,8897
Houghton County,Michigan,36494,33.1,19783,7853
Huron County,Michigan,32751,47.3,22120,5106
Ingham County,Michigan,281531,31.4,24754,57570
Ionia County,Michigan,63909,36.8,20206,9345
Iosco County,Michigan,25662,51.5,22047,4795
Iron County,Michigan,11723,52.1,21499,1601
Isabella County,Michigan,70400,25.6,19061,20243
Jackson County,Michigan,160126,39.8,22613,25792
Kalamazoo County,Michigan,252763,34,25757,46696
Kalkaska County,Michigan,17142,43.5,20258,2727
Kent County,Michigan,609544,34.6,25889,93131
Keweenaw County,Michigan,2181,52.7,24802,338
Lake County,Michigan,11485,50.7,16202,3104
Lapeer County,Michigan,88323,42.3,23907,9556
Leelanau County,Michigan,21682,51.2,31462,2416
Lenawee County,Michigan,99505,40.5,22395,13348
Livingston County,Michigan,182402,41.4,32129,11158
Luce County,Michigan,6550,43.4,18768,1025
Mackinac County,Michigan,11099,49.6,22622,1674
Macomb County,Michigan,845197,40.3,26748,104344
Manistee County,Michigan,24626,47.6,22702,3943
Marquette County,Michigan,67358,39.4,23789,9939
Mason County,Michigan,28648,45.4,23183,4580
Mecosta County,Michigan,43007,34.3,19336,9045
Menominee County,Michigan,23917,46.8,22331,3193
Midland County,Michigan,83842,40.5,29536,10989
Missaukee County,Michigan,14940,42.2,20305,2227
Monroe County,Michigan,151408,41,25939,18337
Montcalm County,Michigan,63234,39.4,18969,11226
Montmorency County,Michigan,9598,52.8,19661,1706
Muskegon County,Michigan,171153,38.8,20621,32858
Newaygo County,Michigan,48280,41.5,20623,8815
Oakland County,Michigan,1213406,40.5,36458,123718
Oceana County,Michigan,26456,42.4,18986,5200
Ogemaw County,Michigan,21537,48,19634,4570
Ontonagon County,Michigan,6584,53.6,21585,892
Osceola County,Michigan,23404,41.8,18099,4975
Oscoda County,Michigan,8590,50.4,18057,1723
Otsego County,Michigan,24127,43.3,24312,3188
Ottawa County,Michigan,267017,34.6,25371,29009
Presque Isle County,Michigan,13234,52.1,22788,1677
Roscommon County,Michigan,24281,53.8,23023,5308
Saginaw County,Michigan,198841,40,22349,37246
St. Clair County,Michigan,161865,41.9,24357,23949
St. Joseph County,Michigan,61111,38.8,20570,10605
Sanilac County,Michigan,42637,43.2,20713,7061
Schoolcraft County,Michigan,8407,49.1,20892,1708
Shiawassee County,Michigan,69910,40.8,22713,10527
Tuscola County,Michigan,55172,42.3,20767,8458
Van Buren County,Michigan,75897,40.3,21732,14498
Washtenaw County,Michigan,348560,33.3,33231,50614
Wayne County,Michigan,1804507,37.6,22308,437561
Wexford County,Michigan,32690,41.4,20573,5980
Aitkin County,Minnesota,16032,52,24939,1914
Anoka County,Minnesota,334027,37.4,30647,24417
Becker County,Minnesota,32800,42.6,25455,4152
Beltrami County,Minnesota,45021,33.4,21622,9389
Benton County,Minnesota,38756,34.6,24453,5519
Big Stone County,Minnesota,5209,49.3,26019,630
Blue Earth County,Minnesota,64504,30,25380,11749
Brown County,Minnesota,25643,43.1,26576,2296
Carlton County,Minnesota,35398,41.2,24434,4300
Carver County,Minnesota,92770,36.6,37457,4560
Cass County,Minnesota,28485,47.5,25287,4603
Chippewa County,Minnesota,12272,42.8,25993,1281
Chisago County,Minnesota,53691,39.2,27914,3895
Clay County,Minnesota,59638,32.1,24550,6843
Clearwater County,Minnesota,8725,42.7,22157,1419
Cook County,Minnesota,5195,50.2,32868,427
Cottonwood County,Minnesota,11658,44.4,23456,1555
Crow Wing County,Minnesota,62742,43.1,26527,8018
Dakota County,Minnesota,402306,37.1,34828,30326
Dodge County,Minnesota,20159,37.2,29107,1480
Douglas County,Minnesota,36264,43.9,27716,3855
Faribault County,Minnesota,14430,46.2,25065,1789
Fillmore County,Minnesota,20870,42.8,25249,2460
Freeborn County,Minnesota,31129,44.5,25668,3372
Goodhue County,Minnesota,46259,42.3,29932,4470
Grant County,Minnesota,5990,47,26665,597
Hennepin County,Minnesota,1170623,36,37485,146826
Houston County,Minnesota,18915,44.6,26450,2035
Hubbard County,Minnesota,20440,47.2,24880,2654
Isanti County,Minnesota,38078,38.2,25482,3020
Itasca County,Minnesota,45219,45.5,24079,5539
Jackson County,Minnesota,10263,44.1,27361,1178
Kanabec County,Minnesota,16151,43,22291,2161
Kandiyohi County,Minnesota,42265,40.1,26880,5649
Kittson County,Minnesota,4528,48.1,26927,429
Koochiching County,Minnesota,13251,46.7,26045,1827
Lac qui Parle County,Minnesota,7184,49.2,28014,564
Lake County,Minnesota,10825,48.8,27883,1440
Lake of the Woods County,Minnesota,3998,48.5,21903,311
Le Sueur County,Minnesota,27758,40.6,27793,2419
Lincoln County,Minnesota,5854,46.7,26767,493
Lyon County,Minnesota,25703,34.7,26028,3546
McLeod County,Minnesota,36321,39.4,26824,3013
Mahnomen County,Minnesota,5475,37.1,19517,1412
Marshall County,Minnesota,9454,44.2,26834,735
Martin County,Minnesota,20634,45.5,26472,2185
Meeker County,Minnesota,23197,41.7,25665,2316
Mille Lacs County,Minnesota,25927,40,22891,3518
Morrison County,Minnesota,33118,40.8,23753,4124
Mower County,Minnesota,39252,38.6,24990,6267
Murray County,Minnesota,8639,47,27450,900
Nicollet County,Minnesota,32849,34.3,26674,3216
Nobles County,Minnesota,21490,36.9,22598,3372
Norman County,Minnesota,6753,45.1,23707,861
Olmsted County,Minnesota,146063,36.4,34073,11468
Otter Tail County,Minnesota,57369,46.4,26400,6577
Pennington County,Minnesota,14008,39.3,24554,1494
Pine County,Minnesota,29449,42.9,21413,4087
Pipestone County,Minnesota,9470,42.7,24137,991
Polk County,Minnesota,31522,39.8,25790,3816
Pope County,Minnesota,10957,46,29128,993
Ramsey County,Minnesota,515732,34.6,29484,84942
Red Lake County,Minnesota,4087,42.2,23257,479
Redwood County,Minnesota,15942,42.6,25649,1560
Renville County,Minnesota,15499,43.9,26062,1759
Rice County,Minnesota,64585,35.4,25370,6531
Rock County,Minnesota,9601,41.6,24101,1233
Roseau County,Minnesota,15587,40.9,25650,1482
St. Louis County,Minnesota,200327,40.8,25946,31420
Scott County,Minnesota,132774,35.1,35467,7197
Sherburne County,Minnesota,89120,34.7,28071,6764
Sibley County,Minnesota,15146,40.9,25789,1748
Stearns County,Minnesota,151053,33.4,26065,18715
Steele County,Minnesota,36512,39.4,27259,3716
Stevens County,Minnesota,9723,33.3,28746,1403
Swift County,Minnesota,9678,44.4,25750,923
Todd County,Minnesota,24697,42.2,22383,3825
Traverse County,Minnesota,3507,47.9,28030,305
Wabasha County,Minnesota,21549,43.3,28282,1776
Wadena County,Minnesota,13772,43.4,20329,2282
Waseca County,Minnesota,19046,39.4,25723,1677
Washington County,Minnesota,241315,38.5,36706,13667
Watonwan County,Minnesota,11173,39.6,25635,1192
Wilkin County,Minnesota,6576,43,25148,588
Winona County,Minnesota,51328,33.4,23421,7087
Wright County,Minnesota,126142,34.8,29623,8135
Yellow Medicine County,Minnesota,10294,43.2,25303,1233
Adams County,Mississippi,32308,40.3,17544,8738
Alcorn County,Mississippi,37159,40.4,19145,7552
Amite County,Mississippi,13061,44.4,16977,3331
Attala County,Mississippi,19383,40,18422,5283
Benton County,Mississippi,8682,39.5,18597,2076
Bolivar County,Mississippi,34107,34.3,16462,11094
Calhoun County,Mississippi,14875,40.3,17034,3480
Carroll County,Mississippi,10501,42,16897,2486
Chickasaw County,Mississippi,17403,38.2,16677,4314
Choctaw County,Mississippi,8440,42.8,17145,2007
Claiborne County,Mississippi,9553,32,12177,3008
Clarke County,Mississippi,16614,40.9,18066,3857
Clay County,Mississippi,20539,38.7,18273,5359
Coahoma County,Mississippi,25815,33.3,15742,9661
Copiah County,Mississippi,29204,37.9,18318,7451
Covington County,Mississippi,19520,38.6,17241,5741
DeSoto County,Mississippi,163975,35.4,25176,15893
Forrest County,Mississippi,75991,31.1,19736,19858
Franklin County,Mississippi,8013,41.7,24234,1823
George County,Mississippi,22757,35.9,20217,4109
Greene County,Mississippi,14337,36.7,14463,2054
Grenada County,Mississippi,21745,40.3,21084,4677
Hancock County,Mississippi,44597,41,22621,8255
Harrison County,Mississippi,190756,35.3,22677,36844
Hinds County,Mississippi,246300,33.3,20448,60184
Holmes County,Mississippi,18931,32.8,12113,7961
Humphreys County,Mississippi,9258,34.9,12874,4079
Issaquena County,Mississippi,1383,39.6,13731,358
Bonneville County,Idaho,105580,32,22657,11890
Boundary County,Idaho,10866,42.8,19877,1753
Butte County,Idaho,2786,42.6,20995,431
Camas County,Idaho,1267,37.8,21830,196
Canyon County,Idaho,192153,32,17755,38508
Caribou County,Idaho,6867,37.9,23586,520
Cassia County,Idaho,23054,32,17801,3581
Clark County,Idaho,751,37,20032,112
Clearwater County,Idaho,8638,49.7,20256,971
Custer County,Idaho,4331,49.1,23965,689
Elmore County,Idaho,26528,30.3,20646,4192
Franklin County,Idaho,12801,32.2,17620,1558
Fremont County,Idaho,13088,34.3,19475,1554
Gem County,Idaho,16722,42.7,20250,3010
Gooding County,Idaho,15278,35.6,18373,3128
Idaho County,Idaho,16269,48.4,19168,2756
Jefferson County,Idaho,26389,30.5,19598,3442
Jerome County,Idaho,22391,31.5,17182,4056
Kootenai County,Idaho,140785,39.2,24685,18693
Latah County,Idaho,37636,28.5,22322,7028
Lemhi County,Idaho,7853,50.3,23998,1802
Lewis County,Idaho,3851,47.9,19910,677
Lincoln County,Idaho,5221,33.3,16530,852
Madison County,Idaho,37542,22.9,15133,13057
Minidoka County,Idaho,20104,35.4,19597,2706
Nez Perce County,Idaho,39458,41.2,24257,4286
Oneida County,Idaho,4257,38.9,18920,679
Owyhee County,Idaho,11474,36,15945,2739
Payette County,Idaho,22629,38.1,19165,4469
Power County,Idaho,7756,34.1,17684,1069
Shoshone County,Idaho,12729,46.8,20487,2114
Teton County,Idaho,10141,34.5,22436,1169
Twin Falls County,Idaho,78067,34.6,20588,11479
Valley County,Idaho,9698,47.6,25785,907
Washington County,Idaho,10094,44.3,20380,1491
Adams County,Illinois,67152,40.6,24217,9374
Alexander County,Illinois,7980,41.2,13619,2399
Bond County,Illinois,17665,40,23195,2462
Boone County,Illinois,54068,37.3,25888,6055
Brown County,Illinois,6904,37.3,20555,641
Bureau County,Illinois,34594,43,26705,3955
Calhoun County,Illinois,5062,45.1,26924,593
Carroll County,Illinois,15199,47,27118,2038
Cass County,Illinois,13530,39.1,22257,1975
Champaign County,Illinois,202428,29.1,25713,41384
Christian County,Illinois,34651,41.7,23915,4873
Clark County,Illinois,16284,43.1,24296,1956
Clay County,Illinois,13744,43.2,22279,2100
Clinton County,Illinois,37891,40,27802,3184
Coles County,Illinois,53732,32,21970,10829
Cook County,Illinois,5212372,35.5,30183,868652
Crawford County,Illinois,19707,42,25214,2688
Cumberland County,Illinois,11015,40.2,22952,1497
DeKalb County,Illinois,104820,29.6,23696,18622
De Witt County,Illinois,16511,42.2,26704,2259
Douglas County,Illinois,19902,38.3,23732,2028
DuPage County,Illinois,922803,38.4,38570,62913
Edgar County,Illinois,18339,43.4,23368,3311
Edwards County,Illinois,6695,43.4,20898,757
Effingham County,Illinois,34274,39.6,27051,3066
Fayette County,Illinois,22088,39.8,21523,3548
Ford County,Illinois,13991,42.6,25448,1416
Franklin County,Illinois,39470,41.7,20394,7410
Fulton County,Illinois,36829,42.3,22318,4566
Gallatin County,Illinois,5516,45.1,23862,929
Greene County,Illinois,13778,41.9,22307,1775
Grundy County,Illinois,50064,36.7,28725,4468
Hamilton County,Illinois,8413,43.3,21960,1413
Hancock County,Illinois,18949,45.1,23714,2535
Hardin County,Illinois,4273,47.1,22366,992
Henderson County,Illinois,7186,48,25902,799
Henry County,Illinois,50260,41.8,27117,5179
Iroquois County,Illinois,29446,43.4,25098,3922
Jackson County,Illinois,60055,29.4,20527,16711
Jasper County,Illinois,9680,43.3,24174,635
Jefferson County,Illinois,38769,40.6,22620,6081
Jersey County,Illinois,22850,41.4,25467,1668
Jo Daviess County,Illinois,22602,47.4,29675,2121
Johnson County,Illinois,12665,42.2,18763,1500
Kane County,Illinois,518380,35.1,30082,56796
Kankakee County,Illinois,112991,36.9,23779,17848
Kendall County,Illinois,116366,33.4,31276,5540
Knox County,Illinois,52545,41.8,22093,8068
Lake County,Illinois,702099,37,38018,61256
LaSalle County,Illinois,113295,41.3,25709,13423
Lawrence County,Illinois,16702,39.8,14147,1462
Lee County,Illinois,35535,41.5,25409,3531
Livingston County,Illinois,38687,40.9,24952,3533
Logan County,Illinois,30177,39.5,21445,3228
McDonough County,Illinois,32549,29.5,20042,6324
McHenry County,Illinois,308060,38.4,32341,23542
McLean County,Illinois,171240,32.2,30460,23051
Macon County,Illinois,110262,40.2,26232,18707
Macoupin County,Illinois,47462,41.9,24658,5714
Madison County,Illinois,268373,38.8,27407,36554
Marion County,Illinois,39070,41.5,21887,6897
Marshall County,Illinois,12454,45.5,25975,1333
Mason County,Illinois,14508,44.6,23199,2323
Massac County,Illinois,15282,42.8,22047,2458
Menard County,Illinois,12687,43.2,28330,1221
Mercer County,Illinois,16325,44,26620,1623
Monroe County,Illinois,33181,40.7,31758,1780
Montgomery County,Illinois,29878,41.9,19917,3444
Morgan County,Illinois,35424,41,24337,4681
Moultrie County,Illinois,14869,41.3,23786,1851
Ogle County,Illinois,53092,41,26635,5907
Peoria County,Illinois,187117,36.7,28438,31258
Perry County,Illinois,22182,40.2,19716,3670
Piatt County,Illinois,16620,42.9,31190,1022
Pike County,Illinois,16337,42.3,21344,2616
Pope County,Illinois,4383,48.2,20448,715
Pulaski County,Illinois,6035,43.5,19867,1118
Putnam County,Illinois,5927,45,27074,839
Randolph County,Illinois,33218,41.4,21976,3694
Richland County,Illinois,16213,43.1,23621,2271
Rock Island County,Illinois,147477,40,26455,18982
St. Clair County,Illinois,268939,37.3,26234,46561
Saline County,Illinois,24950,41.8,21596,4595
Sangamon County,Illinois,198269,39.5,29974,27659
Schuyler County,Illinois,7490,44.1,23656,1153
Scott County,Illinois,5288,43.2,24471,639
Shelby County,Illinois,22266,43.9,23069,2583
Stark County,Illinois,5942,44.8,26843,643
Stephenson County,Illinois,47315,43.7,23350,7373
Tazewell County,Illinois,135747,40.1,28037,12150
Union County,Illinois,17722,43.2,21719,3381
Vermilion County,Illinois,81147,39.8,21225,15494
Wabash County,Illinois,11848,42.5,24096,1496
Warren County,Illinois,17762,39.7,21832,2614
Washington County,Illinois,14626,42.5,26325,1462
Wayne County,Illinois,16674,42.5,22526,2432
White County,Illinois,14630,44.5,25375,2230
Whiteside County,Illinois,58150,42.1,24525,6843
Will County,Illinois,679688,35.8,30377,53560
Williamson County,Illinois,66606,40.8,23605,10041
Winnebago County,Illinois,293384,38.8,24495,50549
Woodford County,Illinois,38903,40.3,30926,3316
Adams County,Indiana,34424,34.3,20160,6130
Allen County,Indiana,358324,35.5,25279,53836
Bartholomew County,Indiana,77930,37.9,27359,9363
Benton County,Indiana,8823,40.2,23049,964
Blackford County,Indiana,12665,41.9,20322,1978
Boone County,Indiana,58009,38.7,37482,4299
Brown County,Indiana,15128,48,25833,2181
Carroll County,Indiana,20109,41.3,24531,2123
Cass County,Indiana,38802,39,21700,6251
Clark County,Indiana,111221,38.3,24312,13384
Clay County,Indiana,26865,40.8,21474,4174
Clinton County,Indiana,33086,37.9,21554,4489
Crawford County,Indiana,10656,42.1,20504,2063
Daviess County,Indiana,31928,35.5,21416,4034
Dearborn County,Indiana,49975,40.9,27058,4453
Decatur County,Indiana,25939,39.1,22046,3591
DeKalb County,Indiana,42253,38,22827,5175
Delaware County,Indiana,117575,34.8,20854,24414
Dubois County,Indiana,42103,40.5,25589,3420
Elkhart County,Indiana,198662,35.1,21109,32619
Fayette County,Indiana,24112,41.5,18757,5416
Floyd County,Indiana,75120,39.2,27185,9853
Fountain County,Indiana,17108,42.2,23063,2002
Franklin County,Indiana,23042,40.2,24085,3102
Fulton County,Indiana,20698,40.7,21226,3164
Gibson County,Indiana,33514,40.2,24258,3736
Grant County,Indiana,69671,39.9,20516,11916
Greene County,Indiana,33001,41.7,22235,4573
Hamilton County,Indiana,282977,35.8,39521,14453
Hancock County,Indiana,70466,39.4,28111,5289
Harrison County,Indiana,39213,41,23244,5099
Hendricks County,Indiana,148623,37,29830,7334
Henry County,Indiana,49275,42.1,20309,7820
Howard County,Indiana,82795,41,24071,13596
Huntington County,Indiana,37044,39.8,22601,4281
Jackson County,Indiana,42769,38.7,22568,5417
Jasper County,Indiana,33398,38.2,24297,2476
Jay County,Indiana,21333,39.1,19236,3082
Jefferson County,Indiana,32449,41,21524,4123
Jennings County,Indiana,28324,38.4,20109,4644
Johnson County,Indiana,141796,37.1,28575,14733
Knox County,Indiana,38266,39.2,21047,4979
Kosciusko County,Indiana,77527,38.1,24881,9040
LaGrange County,Indiana,37463,30.6,19356,6112
Lake County,Indiana,494250,37.6,23918,87056
LaPorte County,Indiana,111310,39.4,22852,16942
Lawrence County,Indiana,46053,41.2,22169,6884
Madison County,Indiana,131027,39.4,21527,21487
Marion County,Indiana,912242,34,24124,182506
Marshall County,Indiana,47057,38.4,21933,7024
Martin County,Indiana,10269,42.6,22817,1480
Miami County,Indiana,36624,40.1,20475,5968
Monroe County,Indiana,139634,27.9,23032,31344
Montgomery County,Indiana,38215,39.8,22679,6165
Morgan County,Indiana,69217,40.4,25781,7838
Newton County,Indiana,14151,42.7,25594,1567
Noble County,Indiana,47509,37.4,21889,6608
Ohio County,Indiana,6075,44.4,25443,495
Orange County,Indiana,19829,40.2,18576,3477
Owen County,Indiana,21467,43,21318,2943
Parke County,Indiana,17210,41.5,20534,2078
Perry County,Indiana,19450,40.8,20934,1932
Pike County,Indiana,12780,42.9,22245,1592
Porter County,Indiana,165168,38.8,28669,16752
Posey County,Indiana,25713,42,29187,2531
Pulaski County,Indiana,13253,41.8,21641,1815
Putnam County,Indiana,37799,37.7,21520,3114
Randolph County,Indiana,25975,41.2,21592,4453
Ripley County,Indiana,28636,40,22059,2645
Rush County,Indiana,17257,40.7,23396,2621
St. Joseph County,Indiana,266694,36.4,23509,45002
Scott County,Indiana,24035,39.4,20481,4493
Shelby County,Indiana,44511,40,24459,5641
Spencer County,Indiana,20960,42.5,23641,2588
Starke County,Indiana,23267,41.2,19773,3895
Steuben County,Indiana,34190,40.5,23975,3784
Sullivan County,Indiana,21321,39.9,19821,3407
Switzerland County,Indiana,10534,40.6,20019,2305
Tippecanoe County,Indiana,175628,28,23691,34870
Tipton County,Indiana,15834,42.7,25093,1467
Union County,Indiana,7420,41,20883,928
Vanderburgh County,Indiana,180233,37.6,24378,27504
Vermillion County,Indiana,16098,41.7,22875,2487
Vigo County,Indiana,108084,36,21192,19781
Wabash County,Indiana,32650,41.9,21201,4640
Warren County,Indiana,8464,43.2,27390,596
Warrick County,Indiana,60163,40,29927,5305
Washington County,Indiana,28064,39.7,21370,4164
Wayne County,Indiana,68557,40.6,21114,14326
Wells County,Indiana,27707,40.9,24269,2896
White County,Indiana,24542,42.3,23666,2600
Whitley County,Indiana,33274,40.3,24613,2704
Adair County,Iowa,7588,45.6,25564,704
Adams County,Iowa,3973,46.9,23707,442
Allamakee County,Iowa,14242,44.4,24926,1740
Appanoose County,Iowa,12808,44.6,21599,1924
Audubon County,Iowa,6002,47.1,30919,554
Benton County,Iowa,25971,40.4,26624,2159
Black Hawk County,Iowa,131468,34.6,24273,21308
Boone County,Iowa,26310,40.7,27149,2582
Bremer County,Iowa,24387,38.5,28727,1655
Buchanan County,Iowa,20954,39.1,27038,2036
Buena Vista County,Iowa,20350,36.5,22899,2442
Butler County,Iowa,14909,43.5,25269,1442
Calhoun County,Iowa,9952,47.4,25766,1258
Carroll County,Iowa,20732,42.2,25430,1954
Cass County,Iowa,13793,44.8,25448,1545
Cedar County,Iowa,18452,42.8,26567,1461
Cerro Gordo County,Iowa,43932,43.9,27291,5640
Cherokee County,Iowa,12013,47.2,26330,1123
Chickasaw County,Iowa,12379,43.2,24139,1252
Clarke County,Iowa,9311,41,23472,1238
Clay County,Iowa,16604,42.6,29060,1443
Clayton County,Iowa,17990,45,25074,2207
Clinton County,Iowa,48896,41.8,25966,6718
Crawford County,Iowa,17205,39.1,22748,2668
Dallas County,Iowa,69526,34.4,35844,4427
Davis County,Iowa,8755,38,22210,1820
Decatur County,Iowa,8308,38.3,18845,1476
Delaware County,Iowa,17665,41.9,26261,1452
Des Moines County,Iowa,40301,41.8,24408,5453
Dickinson County,Iowa,16818,48.4,31790,1278
Dubuque County,Iowa,94411,38.8,26254,9891
Emmet County,Iowa,10141,40.5,27908,1186
Fayette County,Iowa,20822,42.6,23391,2307
Floyd County,Iowa,16177,43.7,24590,2004
Franklin County,Iowa,10623,43.4,26102,1164
Fremont County,Iowa,7291,46,26930,727
Greene County,Iowa,9255,45.1,26205,1184
Grundy County,Iowa,12416,42.3,31164,856
Guthrie County,Iowa,10843,45.1,28030,1088
Hamilton County,Iowa,15486,42,24510,1869
Hancock County,Iowa,11243,44.8,25814,1150
Hardin County,Iowa,17453,44,25153,1429
Harrison County,Iowa,14729,43.1,26184,1377
Henry County,Iowa,20188,40.3,22687,3395
Howard County,Iowa,9560,42.2,24286,1087
Humboldt County,Iowa,9776,44.1,26746,972
Ida County,Iowa,7099,44.5,25869,992
Iowa County,Iowa,16323,42.1,28068,1742
Jackson County,Iowa,19737,44.1,24493,2047
Jasper County,Iowa,36710,42.1,24905,4105
Jefferson County,Iowa,16800,44.3,27593,1895
Johnson County,Iowa,134034,29.5,29592,22300
Jones County,Iowa,20637,43.1,26762,1587
Keokuk County,Iowa,10428,44,22243,1348
Kossuth County,Iowa,15437,46.8,29127,1315
Lee County,Iowa,35736,42.8,22649,5262
Linn County,Iowa,213425,36.9,29943,20222
Louisa County,Iowa,11348,39.7,24272,1363
Lucas County,Iowa,8840,44.3,21126,1469
Lyon County,Iowa,11659,38,23683,916
Madison County,Iowa,15606,40.1,27685,1359
Mahaska County,Iowa,22428,39.3,23788,3462
Marion County,Iowa,33318,38.6,25477,2923
Marshall County,Iowa,40800,38.9,24117,4810
Mills County,Iowa,14983,41.8,27101,1026
Mitchell County,Iowa,10739,44.6,24518,746
Monona County,Iowa,9208,46.8,24557,806
Monroe County,Iowa,8010,42.3,24508,924
Montgomery County,Iowa,10625,45.2,22868,1670
Muscatine County,Iowa,42798,38.2,25038,6049
O'Brien County,Iowa,14249,44,28086,1568
Osceola County,Iowa,6335,43.7,24653,536
Page County,Iowa,15838,43.8,23496,2038
Palo Alto County,Iowa,9352,42.9,25055,824
Plymouth County,Iowa,24923,42.4,27942,1571
Pocahontas County,Iowa,7243,47.4,25556,1002
Polk County,Iowa,438307,34.8,30442,50853
Pottawattamie County,Iowa,92962,38.6,25847,12468
Poweshiek County,Iowa,18804,40.9,25318,2184
Ringgold County,Iowa,5107,46,23324,651
Sac County,Iowa,10227,46.5,26350,868
Scott County,Iowa,167080,37.4,28948,21446
Shelby County,Iowa,12088,46.2,26387,1274
Sioux County,Iowa,34050,33.2,24324,2592
Story County,Iowa,90750,26.5,25986,17250
Tama County,Iowa,17661,42.2,25311,1969
Taylor County,Iowa,6256,44.4,23793,884
Union County,Iowa,12547,41.3,23007,1974
Van Buren County,Iowa,7517,44.1,21368,1224
Wapello County,Iowa,35469,39.8,22699,6582
Warren County,Iowa,46631,38.8,29088,3258
Washington County,Iowa,21834,42,26459,2089
Wayne County,Iowa,6382,45.3,22127,774
Webster County,Iowa,37626,40,24203,5574
Winnebago County,Iowa,10732,43.8,24547,1162
Winneshiek County,Iowa,21038,40.6,25062,1568
Woodbury County,Iowa,102155,35.3,23269,15532
Worth County,Iowa,7562,44,26187,856
Wright County,Iowa,13092,44.6,25827,1418
Allen County,Kansas,13318,40.9,20552,2174
Anderson County,Kansas,8021,42.3,22139,1007
Atchison County,Kansas,16839,36.1,21909,2694
Barber County,Kansas,4898,46.1,26229,512
Barton County,Kansas,27602,39.8,25800,3752
Bourbon County,Kansas,15004,37.9,19340,2821
Brown County,Kansas,9969,41.8,21046,1860
Butler County,Kansas,65786,37.5,27329,5374
Chase County,Kansas,2763,45.8,21775,344
Chautauqua County,Kansas,3614,48.7,21245,534
Cherokee County,Kansas,21361,40.5,19580,3863
Cheyenne County,Kansas,2708,49.6,23677,297
Clark County,Kansas,2188,43.9,25385,271
Clay County,Kansas,8500,44.3,24503,1164
Cloud County,Kansas,9419,42,20467,1434
Coffey County,Kansas,8516,44,27627,766
